Phrase ID	Level	Clue (Question)	Phrase (Answer)
FPH514097	597	Pflanze	Lavendel
FPH514098	598	Wassertier	Mako Hai
FPH514099	599	Abendessen	Blutwurst
FPH514100	600	Romantik	The Notebook
FPH514101	601	Ferien	Heilige Drei Könige
FPH514102	602	Mittagessen	Erdnussbutter Marmelade Sandwich
FPH514103	603	Haustier	Schottische Faltkatze
FPH514104	604	Pop-Künstler	Die Prinzen
FPH514105	605	Tier	Gepard
FPH514106	606	Regierung	Christian Wulff
FPH514107	607	Dessert	Berliner Pfannkuchen
FPH514108	608	Fernsehsendung	Departure
FPH514109	609	Disney-Film	Cap und Capper
FPH514110	610	Abendessen	Käsespätzle
FPH514111	611	Schauspielerin	Barbara Sukowa
FPH514112	612	Außenaktivität	Drachenfliegen
FPH514113	613	Rockband	Rammstein
FPH514114	614	Frühstück	Flädle
FPH514115	615	Trinken	Erdbeermilch
FPH514116	616	Kleidung	Baseball Kappe
FPH514117	617	Beruf	Neurowissenschaftler
FPH514118	618	Wahrzeichen	Pyramid of the Sun
FPH514119	619	Tier	Tasmanischer Teufel
FPH514120	620	Disney-Figur	Mulan und Mushu
FPH514121	621	Horrorfilm	A Quiet Place
FPH514122	622	Pflanze	Laubbaum
FPH514123	623	Deutsche Stadt	Nürnberg
FPH514124	624	Videospiel	Super Smash Bros
FPH514125	625	Wassertier	Seeotter
FPH514126	626	Vogel	Rotschwanzfalke
FPH514127	627	Reality-Show	Eurogames
FPH514128	628	Anatomie	Mund und Hals
FPH514129	629	Disney-Lied	Wenn Sie nach einem Stern wünschen
FPH514130	630	Möbel	Bettrahmen
FPH514131	631	Disney-Film	Nightmare Before Christmas
FPH514132	632	Schauspielerin	Charlize Theron
FPH514133	633	Fernsehsendung	CSI: Miami
FPH514134	634	Süssigkeit	Jolly Rancher
FPH514135	635	Trinken	Eistee
FPH514136	636	Haustier	Kapuzenratte
FPH514137	637	Pop-Künstler	Annett Louisan
FPH514138	638	Möbel	China Kabinett
FPH514139	639	Einzelhandel	Schwarz
FPH514140	640	Regierung	Horst Seehofer
FPH514141	641	Obst	Cantaloup Melone
FPH514142	642	Süssigkeit	Hot Tamales
FPH514143	643	Wahrzeichen	Mount Rushmore
FPH514144	644	Vorspeise	Roter Heringssalat
FPH514145	645	Komödie	Wer früher stirbt ist länger tot
FPH514146	646	Fahrzeug	Nissan Sentra
FPH514147	647	Technologie	Netflix
FPH514148	648	Disney-Lied	Du hast in mir einen Freund
FPH514149	649	Klassische Musik	Frederic Chopin
FPH514150	650	Möbel	Klapptisch
FPH514151	651	Fernsehsendung	Wallander
FPH514152	652	Land	Japan
FPH514153	653	Außenaktivität	Bodyboarden
FPH514154	654	Disney-Film	Die Hexe und der Zauberer
FPH514155	655	Reality-Show	Bares für Rares
FPH514156	656	Beruf	Zahnarzt
FPH514157	657	Abendessen	Kartoffelklöße
FPH514158	658	Rockband	Einundzwanzig Piloten
FPH514159	659	Möbel	Schaukelstuhl
FPH514160	660	Fahrzeug	Toyota Camry
FPH514161	661	Frühstück	Brötchen mit Butter
FPH514162	662	Wassertier	Kaiserfisch
FPH514163	663	Technologie	Zoom Meeting
FPH514164	664	Pop-Künstler	Modern Talking
FPH514165	665	Ferien	Tag der Frau
FPH514166	666	Regierung	Joachim Gauck
FPH514167	667	Planet	Mars
FPH514168	668	Kleidung	Bluse
FPH514169	669	Komiker	Jerry Seinfeld
FPH514170	670	Vogel	Großer Blauer Reiher
FPH514171	671	Wahrzeichen	Great Sphinx of Giza
FPH514172	672	Land	Russland
FPH514173	673	Trinken	Chai Tee Latte
FPH514174	674	Schauspielerin	Johanna Wokalek
FPH514175	675	Disney-Lied	Das Nötigste
FPH514176	676	Beruf	Archäologe
FPH514177	677	Süssigkeit	Laffy Taffy
FPH514178	678	Außenaktivität	Wasserski
FPH514179	679	Technologie	Adobe Photoshop
FPH514180	680	Pflanze	Nelke
FPH514181	681	Abendessen	Semmelknödel
FPH514182	682	Fahrzeug	Porsche Cayenne
FPH514183	683	Wassertier	Belugawal
FPH514184	684	Hobby	Gartenarbeit
FPH514185	685	Beruf	Geschäftsführer
FPH514186	686	Vorspeise	Dip mit geräucherter Forelle
FPH514187	687	Klassische Musik	Die vier Jahreszeiten
FPH514188	688	Rockband	Nirvana
FPH514189	689	Videospiel	Resident Evil
FPH514190	690	Schauspielerin	Hannelore Elsner
FPH514191	691	Reality-Show	Verrückt nach Meer
FPH514192	692	Vogel	Kran
FPH514193	693	Disney-Figur	Ursula
FPH514194	694	Anatomie	Hand und Finger
FPH514195	695	Disney-Film	Toy Story
FPH514196	696	Rockband	Helloween
FPH514197	697	Außenaktivität	Vögel beobachten
FPH514198	698	Emotion	Glück
FPH514199	699	Abendessen	Weiße Bohnensuppe
FPH514200	700	Kleidung	Petticoat
FPH514201	701	Land	Barbados
FPH514202	702	Pop-Künstler	Christina Stürmer
FPH514203	703	Gemüse	Grüne Bohne
FPH514204	704	Wahrzeichen	Kathedrale Notre Dame
FPH514205	705	Disney-Lied	Möchten Sie einen Schneemann bauen?
FPH514206	706	Technologie	Gebogener Monitor
FPH514207	707	Vorspeise	In Essig eingelegte Eier
FPH514208	708	Bekannte Marke	Skechers
FPH514209	709	Süssigkeit	Lemonheads
FPH514210	710	Frühstück	Sesambrötchen
FPH514211	711	Disney-Film	Zootopia
FPH514212	712	Hobby	Holzschnitzen
FPH514213	713	Tier	Fruchtfledermaus
FPH514214	714	Dessert	Schokoladentrüffel
FPH514215	715	Komiker	Robin Williams
FPH514216	716	Land	Schweden
FPH514217	717	Beruf	Rettungssanitäter
FPH514218	718	Wassertier	Rotlachs
FPH514219	719	Kleidung	Neckholder Top Kleid
FPH514220	720	Gemüse	Lauchzwiebel
FPH514221	721	Schauspielerin	Corinna Harfouch
FPH514222	722	Disney-Lied	Ich möchte so sein wie du
FPH514223	723	Emotion	Staunen
FPH514224	724	Tier	Giraffe
FPH514225	725	Ferien	Karfreitag
FPH514226	726	Kleidung	Umstandskleid
FPH514227	727	Familie	Bruder und Schwester
FPH514228	728	Land	Nicaragua
FPH514229	729	Wassertier	See Elefant
FPH514230	730	Fernsehsendung	Der Blitz
FPH514231	731	Abendessen	Spanferkel
FPH514232	732	Vorspeise	Gefüllte Pilze
FPH514233	733	Tier	Eichhörnchen
FPH514234	734	Disney-Film	Tarzan
FPH514235	735	Hobby	Scrapbooking
FPH514236	736	Kleidung	Plateaustiefel
FPH514237	737	Komiker	Ricky Gervais
FPH514238	738	Gestalten	Rechteck
FPH514239	739	Ferien	Silvester
FPH514240	740	Wahrzeichen	Mercedes Benz Museum
FPH514241	741	Obst	Blaubeere
FPH514242	742	Beruf	Regisseur
FPH514243	743	Emotion	Enttäuschung
FPH514244	744	Familie	Mutter und Vater
FPH514245	745	Tier	Schildkröte
FPH514246	746	Land	Malaysia
FPH514247	747	Romantik	Titanic
FPH514248	748	Dessert	Donauwelle
FPH514249	749	Außenaktivität	Minigolf
FPH514250	750	Insekt	Kakerlake
FPH514251	751	Kleidung	Yoga Hose
FPH514252	752	Obst	Mandarine
FPH514253	753	Disney-Lied	Ich werde einen Mann aus dir machen
FPH514254	754	Abendessen	Jambalaya
FPH514255	755	Vorspeise	Bruschetta
FPH514256	756	Süssigkeit	Lutscher
FPH514257	757	Tier	Leopard
FPH514258	758	Beruf	Politiker
FPH514259	759	Fernsehsendung	Tribes of Europa
FPH514260	760	Regierung	Philipp Roesler
FPH514261	761	Trinken	Irischer Kaffee
FPH514262	762	Rockband	Skorpione
FPH514263	763	Insekt	Nashornkäfer
FPH514264	764	Deutsche Stadt	Hannover
FPH514265	765	Land	Südafrika
FPH514266	766	Einzelhandel	Otto Group
FPH514267	767	Reality-Show	Undercover Boss
FPH514268	768	Romantik	Brokeback Mountain
FPH514269	769	Tier	Orang Utan
FPH514270	770	Fahrzeug	Honda Accord
FPH514271	771	Dessert	Apfelkuchen
FPH514272	772	Technologie	Rechner
FPH514273	773	Hobby	Fotografie
FPH514274	774	Schauspielerin	Caroline Herfurth
FPH514275	775	Insekt	Herkules Käfer
FPH514276	776	Fernsehsendung	Star Trek
FPH514277	777	Trinken	Wodka Martini
FPH514278	778	Regierung	Thomas De Maiziere
FPH514279	779	Disney-Film	Fantasia
FPH514280	780	Pflanze	Jasmin
FPH514281	781	Einzelhandel	Media Markt Saturn
FPH514282	782	Kleidung	Abendkleid
FPH514283	783	Tier	Vielfraß
FPH514284	784	Außenaktivität	Tennis
FPH514285	785	Land	Bulgarien
FPH514286	786	Fernsehsendung	Baltische Verbrechen
FPH514287	787	Dessert	Gefrorener Joghurt
FPH514288	788	Süssigkeit	Zuckermais
FPH514289	789	Pop-Künstler	Monrose
FPH514290	790	Insekt	Glühwürmchen
FPH514291	791	Rockband	Pearl Jam
FPH514292	792	Sport	Baseball
FPH514293	793	Hobby	Stricken
FPH514294	794	Möbel	Esstisch
FPH514295	795	Karikatur	Käptn Blaubär
FPH514296	796	Schauspielerin	Katharina Schüttler
FPH514297	797	Tier	Bluthund
FPH514298	798	Außenaktivität	Surfen
FPH514299	799	Disney-Lied	Eines Tages wird mein Prinz kommen
FPH514300	800	Fernsehsendung	Two and a Half Men
FPH514301	801	Land	Algerien
FPH514302	802	Actionfilm	The Expendables
FPH514303	803	Reality-Show	Kesslers Expedition
FPH514304	804	Disney-Film	Die Eiskönigin: Völlig unverfroren
FPH514305	805	Pop-Künstler	Overground
FPH514306	806	Dessert	Käsekuchen
FPH514307	807	Außenaktivität	Besichtigung
FPH514308	808	Rockband	Avantasia
FPH514309	809	Fast Food	Tchibo
FPH514310	810	Komödie	Sonnenallee
FPH514311	811	Kleidung	Schlaghosen
FPH514312	812	Einzelhandel	Rossmann
FPH514313	813	Trinken	Rotwein
FPH514314	814	Kleidung	Overall
FPH514315	815	Disney-Lied	Ich sehe das Licht
FPH514316	816	Sport	Basketball
FPH514317	817	Insekt	Marienkäfer
FPH514318	818	Erfundener Charakter	Eric Cartman
FPH514319	819	Fast Food	Valora
FPH514320	820	Abendessen	Fischbrötchen
FPH514321	821	Anatomie	Ferse und Knöchel
FPH514322	822	Rockband	Fall Out Boy
FPH514323	823	Fernsehsendung	The X-Files
FPH514324	824	Videospiel	Clash of Clans
FPH514325	825	Romantik	Casablanca
FPH514326	826	Dessert	Cupcake
FPH514327	827	Land	Guatemala
FPH514328	828	Süssigkeit	Starburst
FPH514329	829	Frühstück	Haferflocken
FPH514330	830	Einzelhandel	Ikea
FPH514331	831	Technologie	Microsoft Xbox
FPH514332	832	Kleidung	Sporttrikot
FPH514333	833	Horrorfilm	Event Horizon
FPH514334	834	Wassertier	Schwertfisch
FPH514335	835	Außenaktivität	Betrieb
FPH514336	836	Vorspeise	Bayerischer Wurstsalat
FPH514337	837	Erfundener Charakter	Ron Weasley
FPH514338	838	Fast Food	McDonald's
FPH514339	839	Einzelhandel	Karstadt
FPH514340	840	Planet	Uranus
FPH514341	841	Vogel	Robin
FPH514342	842	Disney-Film	Robin Hood
FPH514343	843	Land	Cameroon
FPH514344	844	Tier	Wolliges Mammut
FPH514345	845	Pop-Künstler	Lafee
FPH514346	846	Pflanze	Chrysanthemum
FPH514347	847	Erfundener Charakter	Superman
FPH514348	848	Fernsehsendung	How I Met Your Mother
FPH514349	849	Wassertier	Seestern
FPH514350	850	Einzelhandel	Kaufland
FPH514351	851	Technologie	Weltweites Netz
FPH514352	852	Komödie	Out of Rosenheim
FPH514353	853	Trinken	Pina Colada
FPH514354	854	Disney-Figur	Prinz Eric
FPH514355	855	Obst	Grapefruit
FPH514356	856	Kleidung	Hose
FPH514357	857	Fast Food	Kamps
FPH514358	858	Möbel	Liebessitz
FPH514359	859	Gemüse	Brokkoli
FPH514360	860	Dessert	Karottenkuchen
FPH514361	861	Disney-Film	Hercules
FPH514362	862	Vogel	Rabe
FPH514363	863	Horrorfilm	The Exorcist
FPH514364	864	Planet	Venus
FPH514365	865	Land	Jamaika
FPH514366	866	Tier	Murmeltier
FPH514367	867	Erfundener Charakter	Der Joker
FPH514368	868	Insekt	Libelle
FPH514369	869	Beruf	Programmierer
FPH514370	870	Vorspeise	Krautsalat
FPH514371	871	Außenaktivität	Straßenhockey
FPH514372	872	Reality-Show	Sarah Wieners erste Wahl
FPH514373	873	Kleidung	Badeanzug
FPH514374	874	Fahrzeug	Porsche Panamera
FPH514375	875	Wassertier	Walhai
FPH514376	876	Wahrzeichen	Das Kolosseum
FPH514377	877	Disney-Lied	Du wirst in meinem Herzen sein
FPH514378	878	Einzelhandel	Fielmann
FPH514379	879	Anatomie	Magen und Darm
FPH514380	880	Rockband	Green Day
FPH514381	881	Fernsehsendung	Prison Break
FPH514382	882	Deutsche Stadt	Duisburg
FPH514383	883	Land	Mongolei
FPH514384	884	Dessert	Bayerische Sahne
FPH514385	885	Land	Sri Lanka
FPH514386	886	Disney-Film	Aladdin
FPH514387	887	Einzelhandel	Deichmann
FPH514388	888	Vogel	Fischadler
FPH514389	889	Fast Food	Domino's
FPH514390	890	Trinken	Whiskey
FPH514391	891	Horrorfilm	Final Destination
FPH514392	892	Fahrzeug	Ford Explorer
FPH514393	893	Erfundener Charakter	Hannibal Lecter
FPH514394	894	Tier	Grizzlybär
FPH514395	895	Kleidung	Hemd
FPH514396	896	Land	Äthiopien
FPH514397	897	Reality-Show	The Bachelorette
FPH514398	898	Süssigkeit	Peppermint York
FPH514399	899	Pop-Künstler	Andrea Berg
FPH514400	900	Abendessen	Knockwurst
FPH514401	901	Planet	Saturn
FPH514402	902	Fernsehsendung	King of Queens
FPH514403	903	Klassische Musik	Cello und Klavier
FPH514404	904	Wahrzeichen	Elbphilharmonie hall in Hamburg
FPH514405	905	Snack	Gesalzene Brezeln
FPH514406	906	Disney-Lied	Sei vorbereitet
FPH514407	907	Vorspeise	Kartoffelpfannkuchen
FPH514408	908	Fast Food	Nordsee
FPH514409	909	Tier	Salamander
FPH514410	910	Technologie	Playstation
FPH514411	911	Einzelhandel	Weltbild
FPH514412	912	Frühstück	Bauernomelett
FPH514413	913	Außenaktivität	Mountainbiking
FPH514414	914	Disney-Film	Das Dschungelbuch
FPH514415	915	Land	Venezuela
FPH514416	916	Klassische Musik	Antonio Vivaldi
FPH514417	917	Komödie	Der Bewegte Mann
FPH514418	918	Süssigkeit	Nestle Crunch
FPH514419	919	Pflanze	Calla Lilie
FPH514420	920	Trinken	Gatorade
FPH514421	921	Vogel	Tukan
FPH514422	922	Einzelhandel	Saturn
FPH514423	923	Wahrzeichen	Eiffelturm
FPH514424	924	Erfundener Charakter	Jon Snow
FPH514425	925	Reality-Show	Queen of Drags
FPH514426	926	Tier	Antilope
FPH514427	927	Dessert	Bienenstich
FPH514428	928	Wahrzeichen	Chinesische Mauer
FPH514429	929	Pop-Künstler	Madonna
FPH514430	930	Fernsehsendung	Criminal Minds
FPH514431	931	Anatomie	Menschliches Skelett
FPH514432	932	Vorspeise	Fleischklößchen
FPH514433	933	Pflanze	Venusfliegenfalle
FPH514434	934	Abendessen	Bratkartoffeln
FPH514435	935	Land	Philippinen
FPH514436	936	Disney-Film	Der König der Löwen
FPH514437	937	Vogel	Fasan
FPH514438	938	Rockband	Foo Fighters
FPH514439	939	Komödie	Werner – Beinhart
FPH514440	940	Dessert	Zwetchenkuchen
FPH514441	941	Pflanze	Kaktus
FPH514442	942	Snack	Sellerie und Erdnussbutter
FPH514443	943	Horrorfilm	Get Out
FPH514444	944	Wassertier	Clownfisch
FPH514445	945	Kleidung	Trainingsanzug
FPH514446	946	Pop-Künstler	Gwen Stefani
FPH514447	947	Trinken	Apfelsaft
FPH514448	948	Erfundener Charakter	Jean-Luc Picard
FPH514449	949	Immobilienshow	Kitchen Impossible
FPH514450	950	Fast Food	Amrest
FPH514451	951	Klassische Musik	Ave Maria
FPH514452	952	Fernsehsendung	South Park
FPH514453	953	Land	Österreich
FPH514454	954	Erfundener Charakter	Hermine Granger
FPH514455	955	Videospiel	Fortnite
FPH514456	956	Vorspeise	Zwiebelkuchen
FPH514457	957	Planet	Jupiter
FPH514458	958	Süssigkeit	Snickers
FPH514459	959	Obst	Paprika
FPH514460	960	Fahrzeug	Ferrari Testarossa
FPH514461	961	Anatomie	Schädel und Gehirn
FPH514462	962	Beruf	Mathelehrer
FPH514463	963	Dessert	Tiramisu
FPH514464	964	Wahrzeichen	Freiheitsstatue
FPH514465	965	Einzelhandel	Kaufhof
FPH514466	966	Klassische Musik	Kanon in D
FPH514467	967	Möbel	Matratze
FPH514468	968	Außenaktivität	Baseball
FPH514469	969	Land	Bahamas
FPH514470	970	Abendessen	Eisbein
FPH514471	971	Gemüse	Römersalat
FPH514472	972	Trinken	Apfelwein
FPH514473	973	Deutsche Stadt	Wuppertal
FPH514474	974	Fernsehsendung	Supernatural
FPH514475	975	Insekt	Hummel
FPH514476	976	Disney-Film	Pocahontas
FPH514477	977	Horrorfilm	Nightmare – Mörderische Träume
FPH514478	978	Fast Food	Heberer
FPH514479	979	Obst	Ananas
FPH514480	980	Möbel	Bücherregal
FPH514481	981	Pflanze	Sonnenblume
FPH514482	982	Dessert	Rote Grütze
FPH514483	983	Erfundener Charakter	Darth Vader
FPH514484	984	Haustier	Windhund
FPH514485	985	Land	Argentinien
FPH514486	986	Vorspeise	Französische Zwiebelsuppe
FPH514487	987	Frühstück	Rührei
FPH514488	988	Pop-Künstler	Herbert Grönemeyer
FPH514489	989	Süssigkeit	Life Savers
FPH514490	990	Kleidung	Sweatshirt
FPH514491	991	Komödie	Lambock
FPH514492	992	Videospiel	Mario Kart
FPH514493	993	Fernsehsendung	Malcom Mittendrin
FPH514494	994	Dessert	Eiskaffee
FPH514495	995	Außenaktivität	Jagd
FPH514496	996	Einzelhandel	Hornbach
FPH514497	997	Disney-Film	Pinocchio
FPH514498	998	Beruf	Polizist
FPH514499	999	Abendessen	Jägerschnitzel
FPH514500	1000	Land	Costa Rica
FPH514501	1001	Farbe	Schwarz und Weiß
FPH514502	1002	Biom	Blühende Wiese
FPH514503	1003	Emotionen	Ruhe und Berechnung
FPH514504	1004	Horrorfilm	Cloverfield
FPH514505	1005	Erfundener Charakter	Wonder Woman
FPH514506	1006	Kochen	Dampfkochtopf
FPH514507	1007	Sprache	Norwegisch
FPH514508	1008	Ferien	Chinesisches Neujahr
FPH514509	1009	Mythische Kreatur	Feuerspeiender Drache
FPH514510	1010	Zurück zur Schule	Laborexperiment
FPH514511	1011	Gesteine ​​und Mineralien	Rosenquarz
FPH514512	1012	Musikinstrument	Bassgitarre
FPH514513	1013	US-Bundesstaat	Kalifornien
FPH514514	1014	Auf dem Bauernhof	Hühner und Hähne
FPH514515	1015	Elemente	Wasserstoff und Helium
FPH514516	1016	Trinken	Long Island Eistee
FPH514517	1017	Am Strand	Einsiedlerkrebs
FPH514518	1018	Disney-Film	Winnie Puuh
FPH514519	1019	Familie	Nichte und Neffe
FPH514520	1020	Emotionen	Optimistisch oder pessimistisch
FPH514521	1021	Sprache	Zeichensprache
FPH514522	1022	Dessert	Schokoladeneiscreme
FPH514523	1023	Kräuter und Gewürze	Geriebener Ingwer
FPH514524	1024	Mystische Kreaturen	Feen und Elfen
FPH514525	1025	Land	Nord Korea
FPH514526	1026	Rockband	Bon Jovi
FPH514527	1027	Farbe	Leuchtendes Orange
FPH514528	1028	Zurück zur Schule	Hausaufgabe
FPH514529	1029	Musikinstrument	Saxophon
FPH514530	1030	Kochen	Esslöffel
FPH514531	1031	Biom	Laubwald
FPH514532	1032	Am Strand	Rettungsschwimmer im Dienst
FPH514533	1033	Gesteine ​​und Mineralien	Granat und Citrin
FPH514534	1034	Vorspeise	Bier Brat Bites
FPH514535	1035	Außenaktivität	Skifahren
FPH514536	1036	Element	Aluminium
FPH514537	1037	Familie	Urgroßmutter
FPH514538	1038	Auf dem Bauernhof	Eier und Milch
FPH514539	1039	Emotionen	Liebe und Zuneigung
FPH514540	1040	Mystische Kreaturen	Meerjungfrauen und Sirenen
FPH514541	1041	Sprache	Russisch
FPH514542	1042	Kochen	Mikrowelle
FPH514543	1043	Tier	Igel
FPH514544	1044	Kräuter und Gewürze	Zerhackter Knoblauch
FPH514545	1045	Ferien	Tag der Arbeit
FPH514546	1046	Musikinstrument	Mundharmonika
FPH514547	1047	Land	Ungarn
FPH514548	1048	Biom	Sonnige Savanne
FPH514549	1049	Zurück zur Schule	Spiralblock
FPH514550	1050	Fiktive Charaktere	Romeo und Julia
FPH514551	1051	Am Strand	Zerbrochene Muscheln
FPH514552	1052	Gesteine ​​und Mineralien	Goldnugget
FPH514553	1053	Mythische Kreatur	Blutsaugender Vampir
FPH514554	1054	Farben	Grau und Gelb
FPH514555	1055	Fernsehsendung	The Mentalist
FPH514556	1056	Dessert	Reis Krispies Leckereien
FPH514557	1057	Emotion	Verblüffte Faszination
FPH514558	1058	Familie	Halbbruder
FPH514559	1059	Auf dem Bauernhof	Hacke und Spitzhacke
FPH514560	1060	Kräuter und Gewürze	Zimt
FPH514561	1061	Sprache	Mandarin Chinesisch
FPH514562	1062	Musikinstrument	Trommel und Drumsticks
FPH514563	1063	Zurück zur Schule	Englisches Lehrbuch
FPH514564	1064	Kochen	Salatschüssel
FPH514565	1065	Elemente	Kobalt und Kupfer
FPH514566	1066	Land	Dänemark
FPH514567	1067	Tier	Gestreiftes Zebra
FPH514568	1068	Mythische Kreatur	Loch Ness Monster
FPH514569	1069	Erfundener Charakter	Black Panther
FPH514570	1070	Fernsehsendung	Sex and the City
FPH514571	1071	Deutsche Stadt	Bielefeld
FPH514572	1072	Ferien	Tag der Toten
FPH514573	1073	US-Bundesstaat	Washington
FPH514574	1074	Familie	Ehemann und Ehefrau
FPH514575	1075	Emotion	Unmut
FPH514576	1076	Farben	Pfirsich und Aprikose
FPH514577	1077	Gesteine ​​und Mineralien	Rubin und Spinell
FPH514578	1078	Zurück zur Schule	Druckbleistift
FPH514579	1079	Kochen	Salzstreuer
FPH514580	1080	Musikinstrument	Cembalo
FPH514581	1081	Sprache	Schwedisch
FPH514582	1082	Kräuter und Gewürze	Zwiebeln und Schnittlauch
FPH514583	1083	Mystische Kreaturen	Geister und Ghule
FPH514584	1084	Auf dem Bauernhof	Schaufel und Rechen
FPH514585	1085	Element	Neon und Argon
FPH514586	1086	Biom	Südlicher Bayou
FPH514587	1087	Land	Vietnam
FPH514588	1088	Möbel	Endtabelle
FPH514589	1089	Beruf	Buchhalter
FPH514590	1090	Am Strand	Kajak und Paddleboarding
FPH514591	1091	Tier	Braunbär
FPH514592	1092	Vorspeise	Sauerkrautbällchen
FPH514593	1093	Emotionen	Freundlichkeit und Mitgefühl
FPH514594	1094	Zurück zur Schule	Glossar der Begriffe
FPH514595	1095	Kochen	Nudelholz
FPH514596	1096	Familie	Schwiegertochter
FPH514597	1097	Ferien	Muttertag
FPH514598	1098	Mythische Kreatur	Frankenstein
FPH514599	1099	Gesteine ​​und Mineralien	Mondstein
FPH514600	1100	Musikinstrumente	Piccolo und Flöte
FPH514601	1101	Farbe	Bronze und Kupfer
FPH514602	1102	Element	Kalium
FPH514603	1103	Sprache	Türkisch
FPH514604	1104	Kräuter und Gewürze	Gehackter Dill
FPH514605	1105	Auf dem Bauernhof	Lamm und Schaf
FPH514606	1106	Beruf	Geologe
FPH514607	1107	Disney-Film	James und der Riesenpfirsich
FPH514608	1108	Land	Zentralafrikanische Republik
FPH514609	1109	Zurück zur Schule	Algebra und Trigonometrie
FPH514610	1110	Am Strand	Eine Gruppe von Quallen
FPH514611	1111	Emotion	Erschöpft und ausgelaugt
FPH514612	1112	Erfundener Charakter	Prinzessin Peach
FPH514613	1113	Biom	Hochlandfluss
FPH514614	1114	Mythische Kreatur	Gestaltwandler
FPH514615	1115	Musikinstrument	Bongo Trommeln
FPH514616	1116	Kochen	hart oder weich gekocht
FPH514617	1117	Familie	Stieftochter
FPH514618	1118	Gesteine ​​und Mineralien	Quartz Kristall
FPH514619	1119	Rockband	Paramore
FPH514620	1120	Element	Natrium und Schwefel
FPH514621	1121	Sprache	Polieren
FPH514622	1122	Abendessen	Schäufele
FPH514623	1123	Kräuter und Gewürze	Teelöffel Nelken
FPH514624	1124	Farbe	Rot, Weiß und Blau
FPH514625	1125	Zurück zur Schule	Chemielabor
FPH514626	1126	Auf dem Bauernhof	Geflügel und Rindfleisch
FPH514627	1127	Fiktive Charaktere	Link und Zelda
FPH514628	1128	Musikinstrument	Dreieck und Glockenspiel
FPH514629	1129	Mythische Kreatur	Regenbogen Einhorn
FPH514630	1130	Am Strand	Sonnenschirm und Handtuch
FPH514631	1131	Emotion	Schaudernder Ekel
FPH514632	1132	Ferien	Christi Himmelfahrt
FPH514633	1133	Trinken	Kombucha
FPH514634	1134	Gesteine ​​und Mineralien	Das Gold des Narren
FPH514635	1135	Kochen	Rührschüsseln
FPH514636	1136	Videospiel	Metal Gear Solid
FPH514637	1137	Familie	Großonkel
FPH514638	1138	Tier	Korallenschlange
FPH514639	1139	Fernsehsendung	Family Guy
FPH514640	1140	Biom	Düsterer Sumpf
FPH514641	1141	Sprache	Französisch
FPH514642	1142	Kräuter und Gewürze	Oregano und Petersilie
FPH514643	1143	Zurück zur Schule	Fragen und Antworten
FPH514644	1144	Mythische Kreatur	Untote Zombiehorde
FPH514645	1145	Farbe	Blau und Grün
FPH514646	1146	Erfundener Charakter	Graf Dracula
FPH514647	1147	Ferien	Cinco de Mayo
FPH514648	1148	Emotion	Großzügig und geben
FPH514649	1149	Musikinstrument	Akustische Gitarre
FPH514650	1150	Auf dem Bauernhof	Traktor und Mäher
FPH514651	1151	Element	Zinn und Zink
FPH514652	1152	Gesteine ​​und Mineralien	Bernstein und Fossil
FPH514653	1153	Am Strand	Hochwasserwarnung
FPH514654	1154	Kochen	Messbecher
FPH514655	1155	Sprache	Englisch
FPH514656	1156	Deutsche Stadt	Köln
FPH514657	1157	Zurück zur Schule	Bleistiftspitzer
FPH514658	1158	Mythische Kreatur	Golem und Troll
FPH514659	1159	Familie	Braut und Bräutigam
FPH514660	1160	Land	Norwegen
FPH514661	1161	Fahrzeug	Toyota Highlander
FPH514662	1162	Biom	Korallenriff
FPH514663	1163	Farbe	Cyan und Smaragd
FPH514664	1164	Musikinstrument	Blockflöte und Oboe
FPH514665	1165	Trinken	Pfefferminzschnaps
FPH514666	1166	Kräuter und Gewürze	Chili Pfeffer
FPH514667	1167	Emotion	Unbeschwerte
FPH514668	1168	Auf dem Bauernhof	Offene Weide
FPH514669	1169	Gesteine ​​und Mineralien	Diamant
FPH514670	1170	Zurück zur Schule	Schreibtafel
FPH514671	1171	Mythische Kreatur	Sumpfmonster
FPH514672	1172	Kochen	Metzger Block
FPH514673	1173	Ferien	Vatertag
FPH514674	1174	Sprache	Arabisch
FPH514675	1175	Familie	Pflegemutter
FPH514676	1176	Fernsehsendung	House of Cards
FPH514677	1177	Am Strand	Party auf einer Yacht
FPH514678	1178	Element	Blei und Xenon
FPH514679	1179	Disney-Film	Onward
FPH514680	1180	Erfundener Charakter	Bart Simpson
FPH514681	1181	Zurück zur Schule	Weltgeschichte
FPH514682	1182	Farbe	Dschungelgrün
FPH514683	1183	Kräuter und Gewürze	Salz und Pfeffer
FPH514684	1184	Biom	Überflutetes Grünland
FPH514685	1185	Emotion	Selbstvergewisserung
FPH514686	1186	Sprache	Finnisch
FPH514687	1187	Gesteine ​​und Mineralien	Lava und Magma
FPH514688	1188	Mythische Kreatur	Buhmann
FPH514689	1189	Vorspeise	Tomatensuppe
FPH514690	1190	Kochen	Schmortopf
FPH514691	1191	Familie	Schwiegersohn
FPH514692	1192	Auf dem Bauernhof	Große rote Scheune
FPH514693	1193	Fahrzeug	Porsche Macan
FPH514694	1194	Zurück zur Schule	Geometrie Hausaufgaben
FPH514695	1195	Ferien	Pfingstmontag
FPH514696	1196	Am Strand	Rettungsweste
