Phrase ID	Level	Clue (Question)	Phrase (Answer)
FPH514119	619	Animal	Diable de Tasmanie
FPH514120	620	Personnage de Disney	Mulan et Mushu
FPH514121	621	Film d'horreur	Sans un Bruit
FPH514122	622	Plante	Arbre à feuilles caduques
FPH514123	623	Boire	Jacqueline
FPH514124	624	Jeu vidéo	Super Smash Bros
FPH514125	625	Animal aquatique	Loutre de mer
FPH514126	626	Oiseau	Faucon à queue rouge
FPH514127	627	Romance	Jeuz d'enfants
FPH514128	628	Anatomie	Bouche et gorge
FPH514129	629	Chanson Disney	Quand on prie la bonne étoile
FPH514130	630	Un meuble	Cadre de lit
FPH514131	631	Film Disney	L'Étrange Noël de monsieur Jack
FPH514132	632	Actrice	Charlize Theron
FPH514133	633	Véhicule	Volkswagen Polo
FPH514134	634	Bonbons	Jolly Rancher
FPH514135	635	Boire	Thé glacé
FPH514136	636	Animal de compagnie	Rat à capuchon
FPH514137	637	Ville française	Bordeaux
FPH514138	638	Un meuble	Cabinet de Chine
FPH514139	639	Magasin de détail	Système U
FPH514140	640	Gouvernement	René Coty
FPH514141	641	Fruit	Cantaloup
FPH514142	642	Bonbons	Hot Tamales
FPH514143	643	Repère	Mont Rushmore
FPH514144	644	Apéritif	Tarte Flambée
FPH514145	645	Groupe de rock	Noir Désir
FPH514146	646	Auto	Nissan Sentra
FPH514147	647	La technologie	Netflix
FPH514148	648	Chanson Disney	Je suis ton ami
FPH514149	649	Musique classique	Frédéric Chopin
FPH514150	650	Un meuble	Table pliable
FPH514151	651	Émission de télévision	F is for Family
FPH514152	652	De campagne	Japon
FPH514153	653	Activité de plein air	Bodyboard
FPH514154	654	Film Disney	Merlin l'Enchanteur
FPH514155	655	Magasin de détail	Monoprix
FPH514156	656	Occupation	Dentiste
FPH514157	657	Dîner	Daubé
FPH514158	658	Groupe de rock	Twenty One Pilots
FPH514159	659	Un meuble	Fauteuil à bascule
FPH514160	660	Auto	Toyota Camry
FPH514161	661	Aliments	Béarnaise
FPH514162	662	Animal aquatique	Poisson ange
FPH514163	663	La technologie	Réunion Zoom
FPH514164	664	Romance	Amour
FPH514165	665	Vacance	Bon vendredi
FPH514166	666	Gouvernement	Georges Bidault
FPH514167	667	Planète	Mars
FPH514168	668	Vêtements	Chemisier
FPH514169	669	Comédien	Jerry Seinfeld
FPH514170	670	Oiseau	Grand Héron
FPH514171	671	Repère	Grand Sphinx de Gizeh
FPH514172	672	De campagne	Russie
FPH514173	673	Boire	Latte au thé chai
FPH514174	674	Actrice	Audrey Tautou
FPH514175	675	Chanson Disney	Il en faut peu pour être heureux
FPH514176	676	Occupation	Archéologue
FPH514177	677	Bonbons	Laffy Taffy
FPH514178	678	Activité de plein air	Ski nautique
FPH514179	679	La technologie	Adobe Photoshop
FPH514180	680	Plante	Œillet
FPH514181	681	Dîner	Tartiflette
FPH514182	682	Auto	Jeep Grand Cherokee
FPH514183	683	Animal aquatique	Béluga
FPH514184	684	Loisir	Jardinage
FPH514185	685	Occupation	Chef de la direction
FPH514186	686	Romance	Le Goût des autres
FPH514187	687	Musique classique	The Four Seasons
FPH514188	688	Groupe de rock	Nirvana
FPH514189	689	Jeu vidéo	Resident Evil
FPH514190	690	Actrice	Laetitia Casta
FPH514191	691	Fast food	Speed Rabbit Pizza
FPH514192	692	Oiseau	Grue
FPH514193	693	Personnage de Disney	Ursula
FPH514194	694	Anatomie	Main et doigts
FPH514195	695	Film Disney	Histoire de jouet
FPH514196	696	Groupe de rock	Blackrain
FPH514197	697	Activité de plein air	Observation des oiseaux
FPH514198	698	Émotion	Joie
FPH514199	699	Dîner	Soupe aux haricots blancs
FPH514200	700	Vêtements	Jupon
FPH514201	701	De campagne	Barbade
FPH514202	702	Aliments	Baguette
FPH514203	703	Légume	Haricot vert
FPH514204	704	Repère	Cathédrale Notre Dame
FPH514205	705	Chanson Disney	Je voudrais un bonhomme de neige
FPH514206	706	La technologie	Moniteur incurvé
FPH514207	707	Romance	La Fée
FPH514208	708	Marque célèbre	Skechers
FPH514209	709	Bonbons	Lemonheads
FPH514210	710	Apéritif	Crudité
FPH514211	711	Film Disney	Zootopie
FPH514212	712	Loisir	Sculpture sur bois
FPH514213	713	Animal	Chauve souris frugivore
FPH514214	714	Dessert	Truffe au chocolat
FPH514215	715	Comédien	Robin Williams
FPH514216	716	De campagne	Suède
FPH514217	717	Occupation	Technicien médical d'urgence
FPH514218	718	Animal aquatique	Saumon Sockeye
FPH514219	719	Vêtements	Robe dos nu
FPH514220	720	Légume	Scallion
FPH514221	721	Émission de télévision	Shadowplay
FPH514222	722	Chanson Disney	Être un homme comme vous
FPH514223	723	Émotion	Stupéfaction
FPH514224	724	Animal	Girafe
FPH514225	725	Vacance	Jour de la victoire
FPH514226	726	Vêtements	Robe de maternité
FPH514227	727	Famille	Frère et soeur
FPH514228	728	De campagne	Nicaragua
FPH514229	729	Animal aquatique	Éléphant de mer
FPH514230	730	Romance	Prête-moi ta main
FPH514231	731	Dessert	Crêpes Suzette
FPH514232	732	Apéritif	Des champignons farcis
FPH514233	733	Animal	Écureuil
FPH514234	734	Film Disney	Tarzan
FPH514235	735	Loisir	Scrapbooking
FPH514236	736	Vêtements	Bottes de plate forme
FPH514237	737	Comédien	Ricky Gervais
FPH514238	738	Façonner	Rectangle
FPH514239	739	Vacance	Réveillon de Nouvel an
FPH514240	740	Acteur masculin	Vincent Cassel
FPH514241	741	Fruit	Myrtille
FPH514242	742	Occupation	Réalisateur
FPH514243	743	Émotion	Déception
FPH514244	744	Famille	Mère et père
FPH514245	745	Animal	Tortue
FPH514246	746	De campagne	Malaisie
FPH514247	747	Romance	Titanesque
FPH514248	748	Dessert	Beignets
FPH514249	749	Activité de plein air	Mini-golf
FPH514250	750	Insecte	Cafard
FPH514251	751	Vêtements	Pantalon de yoga
FPH514252	752	Fruit	Mandarine
FPH514253	753	Chanson Disney	Comme un homme
FPH514254	754	Dîner	Jambalaya
FPH514255	755	Apéritif	Bruschetta
FPH514256	756	Bonbons	Sucette
FPH514257	757	Animal	Léopard
FPH514258	758	Occupation	Politicien
FPH514259	759	Émission de télévision	Appels
FPH514260	760	Gouvernement	Vincent Auriol
FPH514261	761	Boire	Café irlandais
FPH514262	762	Groupe de rock	Slipknot
FPH514263	763	Insecte	Scarabée rhinocéros
FPH514264	764	Dessert	Dacquois
FPH514265	765	De campagne	Afrique du Sud
FPH514266	766	Magasin de détail	Costco
FPH514267	767	Acteur masculin	Jean Reno
FPH514268	768	Romance	Le Secret de Brokeback Mountain
FPH514269	769	Animal	Orang outan
FPH514270	770	Auto	Honda Accord
FPH514271	771	Dessert	Madeleines
FPH514272	772	La technologie	Ordinateur
FPH514273	773	Loisir	Photographie
FPH514274	774	Romance	Les Émotifs Anonymes
FPH514275	775	Insecte	Scarabée Hercule
FPH514276	776	Émission de télévision	Star Trek
FPH514277	777	Boire	Vodka Martini
FPH514278	778	Gouvernement	Philippe Pétain
FPH514279	779	Film Disney	Fantasia
FPH514280	780	Plante	Jasmin
FPH514281	781	Magasin de détail	Groupe Casino
FPH514282	782	Vêtements	Robe de soirée
FPH514283	783	Animal	Carcajou
FPH514284	784	Activité de plein air	Tennis
FPH514285	785	De campagne	Bulgarie
FPH514286	786	Émission de télévision	Piégé
FPH514287	787	Dessert	Yaourt glacé
FPH514288	788	Bonbons	Bonbons au maïs
FPH514289	789	Ville française	Lille
FPH514290	790	Insecte	Luciole
FPH514291	791	Groupe de rock	Pearl Jam
FPH514292	792	sport	Base ball
FPH514293	793	Loisir	Tricot
FPH514294	794	Un meuble	Table à manger
FPH514295	795	Dessin animé	L'Île des défis extrêmes
FPH514296	796	Acteur masculin	Fabrice Luchini
FPH514297	797	Romance	L'Arnacœur
FPH514298	798	Animal	Limier
FPH514299	799	Activité de plein air	Surfant
FPH514300	800	Chanson Disney	Un jour mon prince viendra
FPH514301	801	Émission de télévision	Bordertown
FPH514302	802	De campagne	Algérie
FPH514303	803	Film d'action	Expendables
FPH514304	804	Véhicule	Décret
FPH514305	805	Film Disney	La Reine des neiges
FPH514306	806	Dîner	Pâté de Pâques
FPH514307	807	Dessert	Soufflé au chocolat
FPH514308	808	Activité de plein air	Tourisme
FPH514309	809	Fast food	Pizza Hut
FPH514310	810	Télé réalité	La Voix : La plus belle voix
FPH514311	811	Vêtements	Cloche Bas
FPH514312	812	Magasin de détail	Auchan
FPH514313	813	Boire	Vin rouge
FPH514314	814	Vêtements	Salopette
FPH514315	815	Chanson Disney	Je veux y croire
FPH514316	816	sport	Basketball
FPH514317	817	Insecte	Coccinelle
FPH514318	818	Personnage fictif	Eric Cartman
FPH514319	819	Fast food	Rapide
FPH514320	820	Dessert	Fraisier
FPH514321	821	Anatomie	Talon et Cheville
FPH514322	822	Groupe de rock	Fall Out boy
FPH514323	823	Émission de télévision	X-Files
FPH514324	824	Jeu vidéo	Clash of Clans
FPH514325	825	Romance	Casablanca
FPH514326	826	Dessert	petit gâteau
FPH514327	827	De campagne	Guatemala
FPH514328	828	Bonbons	Étoile
FPH514329	829	Petit déjeuner	Gruau
FPH514330	830	Magasin de détail	Lidl
FPH514331	831	La technologie	Microsoft Xbox
FPH514332	832	Vêtements	Maillot de sport
FPH514333	833	Film d'horreur	Event Horizon
FPH514334	834	Animal aquatique	Espadon
FPH514335	835	Activité de plein air	En cours
FPH514336	836	Émission de télévision	Les Portes du temps
FPH514337	837	Personnage fictif	Rick Grimes
FPH514338	838	Fast food	Speed Burger
FPH514339	839	Magasin de détail	Leroy Merlin
FPH514340	840	Planète	Uranus
FPH514341	841	Oiseau	Robin
FPH514342	842	Film Disney	Robin des Bois
FPH514343	843	De campagne	Cameroun
FPH514344	844	Animal	Mammouth laineux
FPH514345	845	Boire	Ti punch
FPH514346	846	Plante	Chrysanthème
FPH514347	847	Personnage fictif	Superman
FPH514348	848	Émission de télévision	Criminel : Royaume Uni
FPH514349	849	Animal aquatique	Étoile de mer
FPH514350	850	Magasin de détail	Cora
FPH514351	851	La technologie	Internet
FPH514352	852	Télé réalité	La France un Incroyable Talent
FPH514353	853	Boire	Pina Colada
FPH514354	854	Personnage de Disney	Prince Éric
FPH514355	855	Fruit	Pamplemousse
FPH514356	856	Vêtements	Pantalon
FPH514357	857	Fast food	Domino's Pizza
FPH514358	858	Un meuble	causeuse
FPH514359	859	Légume	Brocoli
FPH514360	860	Dessert	Gâteau à la carotte
FPH514361	861	Film Disney	Hercule
FPH514362	862	Oiseau	Corbeau
FPH514363	863	Film d'horreur	L'Exorciste
FPH514364	864	Planète	Vénus
FPH514365	865	De campagne	Jamaïque
FPH514366	866	Animal	Marmotte
FPH514367	867	Personnage fictif	Ron Burgundy
FPH514368	868	Insecte	Libellule
FPH514369	869	Occupation	Programmeur
FPH514370	870	Boire	Absinthe
FPH514371	871	Activité de plein air	Hockey de rue
FPH514372	872	Émission de télévision	Le tunnel
FPH514373	873	Vêtements	Maillot de bain
FPH514374	874	Auto	Jeep Wrangler
FPH514375	875	Animal aquatique	Requin baleine
FPH514376	876	Repère	Le Colisée
FPH514377	877	Chanson Disney	Toujours dans mon cœur
FPH514378	878	Magasin de détail	Métro
FPH514379	879	Anatomie	Estomac et intestins
FPH514380	880	Groupe de rock	Green Day
FPH514381	881	Boire	Chartreuse
FPH514382	882	Dessert	Mont blanc
FPH514383	883	De campagne	Mongolie
FPH514384	884	Fast food	Chipotle Mexican Grill
FPH514385	885	Animal	Salamandre
FPH514386	886	Film Disney	Aladin
FPH514387	887	Magasin de détail	Galeries Lafayette
FPH514388	888	Oiseau	Balbuzard
FPH514389	889	Fast food	Boutique de sushis
FPH514390	890	Boire	Whisky
FPH514391	891	Film d'horreur	Destination finale
FPH514392	892	Auto	Ford Explorer
FPH514393	893	Personnage fictif	Hannibal Lecter
FPH514394	894	Animal	Grizzly
FPH514395	895	Vêtements	Chemise boutonnée
FPH514396	896	De campagne	Ethiopie
FPH514397	897	Télé réalité	Bachelor, le gentleman célibataire
FPH514398	898	Bonbons	York menthe poivrée
FPH514399	899	Artiste pop	Ben Mazué
FPH514400	900	Dessert	Canelé
FPH514401	901	Planète	Saturne
FPH514402	902	Émission de télévision	Black Spot
FPH514403	903	Musique classique	Violoncelle et Piano
FPH514404	904	Ville française	Rennes
FPH514405	905	Aliments	Sauce béchamel
FPH514406	906	Chanson Disney	Soyez prêtes
FPH514407	907	Apéritif	Ailes de poulet
FPH514408	908	Dessert	Pain au chocolat
FPH514409	909	De campagne	Sri Lanka
FPH514410	910	La technologie	PlayStation
FPH514411	911	Magasin de détail	Christian Dior Couture
FPH514412	912	Dessert	Charlotte à la Russe
FPH514413	913	Activité de plein air	Vélo de montagne
FPH514414	914	Film Disney	Le livre de la jungle
FPH514415	915	De campagne	Venezuela
FPH514416	916	Musique classique	Antonio Vivaldi
FPH514417	917	Télé réalité	Danse avec les stars
FPH514418	918	Bonbons	Nestlé Crunch
FPH514419	919	Plante	Calla Lily
FPH514420	920	Boire	Gatorade
FPH514421	921	Oiseau	Toucan
FPH514422	922	Magasin de détail	Séphora
FPH514423	923	Repère	Tour Eiffel
FPH514424	924	Personnage fictif	Jon Snow
FPH514425	925	Véhicule	Ford Fiesta
FPH514426	926	Animal	Antilope
FPH514427	927	Dessert	Riz au lait
FPH514428	928	Repère	La Grande Muraille de Chine
FPH514429	929	Artiste pop	Madone
FPH514430	930	Émission de télévision	Highlander
FPH514431	931	Anatomie	Squelette humain
FPH514432	932	Boire	Cointreau
FPH514433	933	Plante	Piège à mouches Vénus
FPH514434	934	Aliments	Fondue Savoyarde
FPH514435	935	De campagne	Philippines
FPH514436	936	Film Disney	Le Roi Lion
FPH514437	937	Oiseau	Faisan
FPH514438	938	Groupe de rock	Foo Fighters
FPH514439	939	Émission de télévision	Candice Renoir
FPH514440	940	Dessert	Petit four
FPH514441	941	Plante	Cactus
FPH514442	942	Aliments	Céleri et beurre de cacahuète
FPH514443	943	Film d'horreur	Get Out
FPH514444	944	Animal aquatique	Poisson clown
FPH514445	945	Vêtements	Survêtement
FPH514446	946	Artiste pop	Gwen Stefani
FPH514447	947	Boire	Jus de pomme
FPH514448	948	Personnage fictif	Jean-Luc Picard
FPH514449	949	Ville française	Reims
FPH514450	950	Fast food	Five Guys
FPH514451	951	Musique classique	Ave Maria
FPH514452	952	Émission de télévision	South Park
FPH514453	953	De campagne	L'Autriche
FPH514454	954	Personnage fictif	Hermione Granger
FPH514455	955	Jeu vidéo	Fortnite
FPH514456	956	Boire	Pineau des Charentes
FPH514457	957	Planète	Jupiter
FPH514458	958	Bonbons	Snickers
FPH514459	959	Fruit	Poivron
FPH514460	960	Auto	Ferrari Testarossa
FPH514461	961	Anatomie	Crâne et cerveau
FPH514462	962	Occupation	Professeur de mathématiques
FPH514463	963	Dessert	Tiramisu
FPH514464	964	Repère	Statue de la Liberté
FPH514465	965	Magasin de détail	Chanel
FPH514466	966	Musique classique	Canon en ré
FPH514467	967	Un meuble	Matelas
FPH514468	968	Activité de plein air	Base ball
FPH514469	969	De campagne	Bahamas
FPH514470	970	Dîner	Gratin Dauphinois
FPH514471	971	Légume	Laitue romaine
FPH514472	972	Boire	Cidre
FPH514473	973	Véhicule	Ford Puma
FPH514474	974	Télé réalité	The Fashion Hero
FPH514475	975	Insecte	Bourdon
FPH514476	976	Film Disney	Pocahontas
FPH514477	977	Film d'horreur	Les Griffes de la nuit
FPH514478	978	Fast food	Prêt à manger
FPH514479	979	Fruit	Ananas
FPH514480	980	Un meuble	Bibliothèque
FPH514481	981	Plante	Tournesol
FPH514482	982	Dessert	Île Flottante
FPH514483	983	Personnage fictif	Dark Vador
FPH514484	984	Animal de compagnie	Levrette
FPH514485	985	De campagne	Argentine
FPH514486	986	Apéritif	Soupe à l'oignon à la française
FPH514487	987	Petit déjeuner	Oeufs brouillés
FPH514488	988	Artiste pop	Ariane Moffatt
FPH514489	989	Bonbons	Polo
FPH514490	990	Vêtements	Pull
FPH514491	991	Boire	Cognac
FPH514492	992	Jeu vidéo	Mario Kart
FPH514493	993	Émission de télévision	Mallorca
FPH514494	994	Télé réalité	High Arctic Haulers
FPH514495	995	Activité de plein air	Chasse
FPH514496	996	Véhicule	Hyundai Kona
FPH514497	997	Film Disney	Pinocchio
FPH514498	998	Occupation	Policier
FPH514499	999	Le déjeuner	Jambon Beurre
FPH514500	1000	De campagne	Costa Rica
FPH514501	1001	Couleur	Noir et blanc
FPH514502	1002	Biome	Prairie fleurie
FPH514503	1003	Émotions	Calme et calcul
FPH514504	1004	Film d'horreur	Cloverfield
FPH514505	1005	Personnage fictif	Wonder Woman
FPH514506	1006	Cuisson	Cocotte minute
FPH514507	1007	Langue	Norvégien
FPH514508	1008	Vacance	Nouvel An chinois
FPH514509	1009	Créature mythique	Dragon cracheur de feu
FPH514510	1010	Retour à l'école	Expérience en laboratoire
FPH514511	1011	Roches et minéraux	Quartz Rose
FPH514512	1012	Instrument de musique	Guitare basse
FPH514513	1013	État américain	Californie
FPH514514	1014	À la ferme	Poulets et coqs
FPH514515	1015	Éléments	Hydrogène et Hélium
FPH514516	1016	Boire	Long Island Iced Tea
FPH514517	1017	À la plage	Bernard l'ermite
FPH514518	1018	Film Disney	Winnie l'ourson
FPH514519	1019	Famille	Nièce et neveu
FPH514520	1020	Émotions	Optimiste ou pessimiste
FPH514521	1021	Langue	Langage des signes
FPH514522	1022	Dessert	Crème glacée aux pépites de chocolat
FPH514523	1023	Herbes et épices	Gingembre râpé
FPH514524	1024	Créatures mythiques	Fées et Elfes
FPH514525	1025	De campagne	Corée du Nord
FPH514526	1026	Groupe de rock	Bon Jovi
FPH514527	1027	Couleur	Orange vif
FPH514528	1028	Retour à l'école	Devoir
FPH514529	1029	Instrument de musique	Saxophone
FPH514530	1030	Cuisson	Cuillerée à soupe
FPH514531	1031	Biome	Forêt à feuilles caduques
FPH514532	1032	À la plage	Sauveteur en service
FPH514533	1033	Roches et minéraux	Grenat et Citrine
FPH514534	1034	Artiste pop	Angèle
FPH514535	1035	Activité de plein air	Ski de neige
FPH514536	1036	Élément	Aluminium
FPH514537	1037	Famille	Arrière grand-mère
FPH514538	1038	À la ferme	Oeufs et Lait
FPH514539	1039	Émotions	Amour et affection
FPH514540	1040	Créatures mythiques	Sirènes et sirènes
FPH514541	1041	Langue	russe
FPH514542	1042	Cuisson	Four micro-onde
FPH514543	1043	Animal	Hérisson
FPH514544	1044	Herbes et épices	Ail haché
FPH514545	1045	Dessert	Crème caramel
FPH514546	1046	Instrument de musique	Harmonica
FPH514547	1047	De campagne	Hongrie
FPH514548	1048	Biome	Savane ensoleillée
FPH514549	1049	Retour à l'école	Cahier à spirale
FPH514550	1050	Personnages de fiction	Roméo et Juliette
FPH514551	1051	À la plage	Coquillages brisés
FPH514552	1052	Roches et minéraux	Pépite d'or
FPH514553	1053	Créature mythique	Vampire suceur de sang
FPH514554	1054	Couleurs	Gris et jaune
FPH514555	1055	Télé réalité	Les trois buveurs font du scotch
FPH514556	1056	Dessert	Clafoutis
FPH514557	1057	Émotion	Fascination abasourdie
FPH514558	1058	Famille	Demi frère
FPH514559	1059	À la ferme	Houe et pioche
FPH514560	1060	Herbes et épices	Cannelle moulue
FPH514561	1061	Langue	Chinois Mandarin
FPH514562	1062	Instrument de musique	Tambour et baguettes
FPH514563	1063	Retour à l'école	Manuel d'anglais
FPH514564	1064	Cuisson	Saladier
FPH514565	1065	Éléments	Cobalt et Cuivre
FPH514566	1066	De campagne	Danemark
FPH514567	1067	Animal	Zèbre rayé
FPH514568	1068	Créature mythique	Monstre du Loch Ness
FPH514569	1069	Personnage fictif	Black Panther
FPH514570	1070	Boire	pastis
FPH514571	1071	Artiste pop	Corneille
FPH514572	1072	Vacance	Le jour des morts
FPH514573	1073	État américain	Washington
FPH514574	1074	Famille	Mari et femme
FPH514575	1075	Émotion	Mécontentement
FPH514576	1076	Couleurs	Pêche et Abricot
FPH514577	1077	Roches et minéraux	Rubis et Spinelle
FPH514578	1078	Retour à l'école	Porte mine
FPH514579	1079	Cuisson	Salière
FPH514580	1080	Instrument de musique	Clavecin
FPH514581	1081	Langue	suédois
FPH514582	1082	Herbes et épices	Oignons et ciboulette
FPH514583	1083	Créatures mythiques	Fantômes et goules
FPH514584	1084	À la ferme	Pelle et Râteau
FPH514585	1085	Élément	Néon et Argon
FPH514586	1086	Biome	Bayou du sud
FPH514587	1087	De campagne	Viêt Nam
FPH514588	1088	Un meuble	Fin de table
FPH514589	1089	Occupation	Comptable
FPH514590	1090	À la plage	Kayak et paddle
FPH514591	1091	Animal	Ours brun
FPH514592	1092	Artiste pop	Hoshi
FPH514593	1093	Émotions	Bienveillance et compassion
FPH514594	1094	Retour à l'école	Glossaire des termes
FPH514595	1095	Cuisson	Rouleau à pâtisserie
FPH514596	1096	Famille	Belle fille
FPH514597	1097	Vacance	Jour de l'Ascension
FPH514598	1098	Créature mythique	Frankenstein
FPH514599	1099	Roches et minéraux	Pierre de lune
FPH514600	1100	Instruments de musique	Piccolo et flûte
FPH514601	1101	Couleur	Bronze et Cuivre
FPH514602	1102	Élément	Potassium
FPH514603	1103	Langue	Turc
FPH514604	1104	Herbes et épices	Aneth haché
FPH514605	1105	À la ferme	Agneau et mouton
FPH514606	1106	Occupation	Géologue
FPH514607	1107	Film Disney	James et la pêche géante
FPH514608	1108	De campagne	République centrafricaine
FPH514609	1109	Retour à l'école	Algèbre et trigonométrie
FPH514610	1110	À la plage	Un groupe de méduses
FPH514611	1111	Émotion	Épuisé et vidé
FPH514612	1112	Personnage fictif	Princesse Peach
FPH514613	1113	Biome	Rivière des hautes terres
FPH514614	1114	Créature mythique	Changeforme
FPH514615	1115	Instrument de musique	Tambours Bongo
FPH514616	1116	Cuisson	Dur ou doux bouilli
FPH514617	1117	Famille	Belle fille
FPH514618	1118	Roches et minéraux	Cristal de quartz
FPH514619	1119	Groupe de rock	Paramore
FPH514620	1120	Élément	Sodium et Soufre
FPH514621	1121	Langue	Polonais
FPH514622	1122	Artiste pop	Isaac Delusion
FPH514623	1123	Herbes et épices	Petit cuillère de girofle
FPH514624	1124	Couleur	Rouge Blanc et Bleu
FPH514625	1125	Retour à l'école	Laboratoire de chimie
FPH514626	1126	À la ferme	Volaille et Boeuf
FPH514627	1127	Boire	Picon Bière
FPH514628	1128	Instrument de musique	Triangle et carillons
FPH514629	1129	Créature mythique	Licorne arc en ciel
FPH514630	1130	À la plage	Parasol et serviette
FPH514631	1131	Émotion	Dégoût frissonnant
FPH514632	1132	Vacance	Dimanche de Pentecôte
FPH514633	1133	Boire	Kombucha
FPH514634	1134	Roches et minéraux	L'or des fous
FPH514635	1135	Cuisson	Bols à mélanger
FPH514636	1136	Jeu vidéo	Metal Gear Solid
FPH514637	1137	Famille	Grand oncle
FPH514638	1138	Animal	Serpent corail
FPH514639	1139	Télé réalité	Les Aventuriers de Koh-Lanta
FPH514640	1140	Biome	Marais trouble
FPH514641	1141	Langue	Français
FPH514642	1142	Herbes et épices	Origan et persil
FPH514643	1143	Retour à l'école	Questions et réponses
FPH514644	1144	Créature mythique	Horde de zombies morts vivants
FPH514645	1145	Couleur	Bleu et vert
FPH514646	1146	Personnage fictif	Comte Dracula
FPH514647	1147	Vacance	Cinco de Mayo
FPH514648	1148	Émotion	Généreux et généreux
FPH514649	1149	Instrument de musique	Guitare acoustique
FPH514650	1150	À la ferme	Tracteur et tondeuse
FPH514651	1151	Élément	Étain et zinc
FPH514652	1152	Roches et minéraux	Ambre et Fossile
FPH514653	1153	À la plage	Avertissement de marée haute
FPH514654	1154	Cuisson	Tasse à mesurer
FPH514655	1155	Langue	Anglais
FPH514656	1156	Artiste pop	Marie Mai
FPH514657	1157	Retour à l'école	Taille crayon
FPH514658	1158	Créature mythique	Golem et Troll
FPH514659	1159	Famille	Les mariés
FPH514660	1160	De campagne	Norvège
FPH514661	1161	Auto	Toyota Highlander
FPH514662	1162	Biome	Récif de corail
FPH514663	1163	Couleur	Cyan et Émeraude
FPH514664	1164	Instrument de musique	Flûte à bec et hautbois
FPH514665	1165	Boire	Schnaps à la menthe poivrée
FPH514666	1166	Herbes et épices	Piment
FPH514667	1167	Émotion	Facile à vivre
FPH514668	1168	À la ferme	Pâturage ouvert
FPH514669	1169	Roches et minéraux	Diamant
FPH514670	1170	Retour à l'école	Tableau effaçable
FPH514671	1171	Créature mythique	Monstre des marais
FPH514672	1172	Cuisson	Bloc de charcuterie
FPH514673	1173	Vacance	jour de la Bastille
FPH514674	1174	Langue	arabe
FPH514675	1175	Famille	Maman d'accueil
FPH514676	1176	Artiste pop	Corine
FPH514677	1177	À la plage	Fête sur un yacht
FPH514678	1178	Élément	Plomb et Xénon
FPH514679	1179	Film Disney	En avant
FPH514680	1180	Personnage fictif	Bart Simpson
FPH514681	1181	Retour à l'école	L'histoire du monde
FPH514682	1182	Couleur	Vert jungle
FPH514683	1183	Herbes et épices	Sel et poivre
FPH514684	1184	Biome	Prairie inondée
FPH514685	1185	Émotion	Assurance de soi
FPH514686	1186	Langue	Finlandais
FPH514687	1187	Roches et minéraux	Lave et magma
FPH514688	1188	Créature mythique	Croque mitaine
FPH514689	1189	Ville française	Nîmes
FPH514690	1190	Cuisson	Four néerlandais
FPH514691	1191	Famille	Gendre
FPH514692	1192	À la ferme	Grande grange rouge
FPH514693	1193	Véhicule	Toyota Corolla
FPH514694	1194	Retour à l'école	Devoirs de géométrie
FPH514695	1195	Vacance	Jour de l'Assomption
FPH514696	1196	À la plage	Gilet de sauvetage
FPH514697	1197	Élément	Phosphore
FPH514698	1198	Couleur	Rouge cramoisi
FPH514699	1199	De campagne	Tunisie
FPH514700	1200	Boire	Coca Cola
FPH514701	1201	Film d'horreur	Docteur Sleep
FPH514702	1202	Créature mythique	Momie
FPH514703	1203	Biome	Marais salant
FPH514704	1204	Émotion	Agréablement ravi
FPH514705	1205	Roches et minéraux	Tourmaline
FPH514706	1206	Instrument de musique	Synthétiseur
FPH514707	1207	Herbes et épices	Menthe verte
FPH514708	1208	Retour à l'école	Salle de classe
FPH514709	1209	Famille	Beau frère
FPH514710	1210	À la plage	Forêt de varech
FPH514711	1211	Langue	Yiddish
FPH514712	1212	Cuisson	Gaufrier
FPH514713	1213	État américain	Oklahoma
FPH514714	1214	Créature mythique	Cerbère
FPH514715	1215	Couleur	Bordeaux
FPH514716	1216	De campagne	Somalie
FPH514717	1217	À la ferme	Engrais
FPH514718	1218	Élément	Fer et Nickel
FPH514719	1219	Boire	Absinthe
FPH514720	1220	Vacance	Toussaint
FPH514721	1221	Retour à l'école	La biologie
FPH514722	1222	Émotion	Surprise inattendue
FPH514723	1223	Personnage fictif	Obi-Wan Kenobi
FPH514724	1224	Film Disney	La Planète au Trésor
FPH514725	1225	Biome	Cuvettes de marée
FPH514726	1226	À la plage	Repos et relaxation
FPH514727	1227	Herbes et épices	Paprika rouge
FPH514728	1228	Artiste pop	Baden Baden
FPH514729	1229	Famille	Belle mère
FPH514730	1230	Instrument de musique	Cor français
FPH514731	1231	Langue	Croate
FPH514732	1232	Cuisson	Mariner
FPH514733	1233	Couleur	Jaune pâle
FPH514734	1234	Retour à l'école	L'informatique
FPH514735	1235	Élément	Béryllium
FPH514736	1236	Roches et minéraux	Stalactite
FPH514737	1237	De campagne	Maroc
FPH514738	1238	Vacance	Le jour de l'An
FPH514739	1239	Créature mythique	Anges et démons
FPH514740	1240	À la ferme	Poussin
FPH514741	1241	Émotion	Envieux
FPH514742	1242	Dessert	Paris Brest
FPH514743	1243	À la plage	Palmiers
FPH514744	1244	Artiste pop	Terrenoire
FPH514745	1245	Boire	Kirsch
FPH514746	1246	Couleur	Violet et Orange
FPH514747	1247	Retour à l'école	La géographie
FPH514748	1248	Cuisson	Émincer
FPH514749	1249	Langue	Roumain
FPH514750	1250	Herbes et épices	Oignon vert
